churned,gender,is_returning,permission_upgraded,permission_withdrawn,dominant_category,age_at_order,account_active_days,previous_subscriptions,previous_campaigns,avg_scroll,page_views,days_with_activity,newsletter_growth,pages_on_restricted
1,0,1,1,0,international,42.3013698630137,411,1,1,0.20670103092783504,485,31,0,0.17938144329896907
1,0,0,0,0,international,69.52876712328766,92,0,0,0.5240384615384616,208,13,0,0.3605769230769231
0,0,1,1,0,biler,52.484931506849314,670,4,2,0.34701492537313433,67,19,0,0.373134328358209
1,0,0,0,0,indland,60.37123287671233,61,0,0,0.3333333333333333,9,2,0,0.1111111111111111
1,0,0,0,0,biler,62.8986301369863,214,0,0,0.8333333333333334,3,2,0,0.6666666666666666
0,0,1,1,0,other,53.49041095890411,615,2,2,0.31732673267326733,505,31,0,0.22376237623762377
1,1,1,0,0,indland,75.5013698630137,119,2,0,0.6428571428571429,14,7,1,0.42857142857142855
1,1,1,0,0,international,38.40821917808219,153,1,0,0.3577044025157233,318,24,0,0.2893081761006289
1,0,1,1,0,erhverv,69.11232876712329,458,3,2,0.30568181818181817,440,20,0,0.2545454545454545
1,0,1,1,0,international,50.79178082191781,1142,16,11,0.36041666666666666,480,31,0,0.23333333333333334
1,0,0,0,0,other,27.687671232876713,92,0,0,0.3493243243243243,106,17,0,0.3076923076923077
1,0,0,0,0,other,47.084931506849315,92,0,0,0.3384615384615385,260,19,1,0.3038461538461538
1,0,0,0,0,international,55.63835616438356,92,0,0,0.35714285714285715,315,31,0,0.26666666666666666
0,0,1,0,0,other,54.47123287671233,1440,2,1,0.3914285714285714,350,27,1,0.26285714285714284
1,1,0,0,0,indland,40.865753424657534,62,0,0,0.17,25,8,0,0.2
1,0,1,0,0,indland,45.52602739726027,129,1,0,0.5031645569620253,158,23,0,0.45569620253164556
0,0,1,0,0,other,52.66575342465753,926,6,3,0.3493243243243243,106,17,0,0.3076923076923077
1,0,1,1,0,erhverv,69.24657534246575,492,11,6,0.4642857142857143,231,27,-1,0.36363636363636365
1,1,1,0,1,international,61.59178082191781,387,4,2,0.20454545454545456,11,4,0,0.18181818181818182
1,0,0,0,0,other,38.61917808219178,61,0,0,0.5,8,2,0,0.125
1,1,0,0,0,indland,50.69315068493151,61,0,0,1,1,1,0,0
1,0,1,0,1,other,80.61917808219178,258,2,2,0.0625,4,2,2,0
0,0,1,1,0,international,59.12328767123287,918,1,1,0.27611940298507465,201,25,0,0.22885572139303484
0,1,0,1,0,erhverv,57.28219178082192,371,0,0,0.39705882352941174,17,2,0,0.4117647058823529
1,1,0,0,0,erhverv,18.92876712328767,86,0,0,0.2692307692307692,13,6,0,0.3076923076923077
0,0,0,0,0,biler,55.912328767123284,380,0,0,0.2939958592132505,483,31,0,0.2629399585921325
1,1,1,0,0,international,62.24383561643835,1150,4,1,0.5251798561151079,278,26,0,0.4028776978417266
1,0,1,1,0,international,75.51780821917808,580,4,3,0.27941176470588236,306,25,1,0.18627450980392157
1,0,1,1,0,indland,64.30684931506849,973,16,7,0.35025706940874035,389,24,0,0.38303341902313626
0,0,1,0,0,biler,72.3890410958904,408,1,0,0.19601328903654486,301,29,0,0.2026578073089701
1,1,1,1,0,international,53.66575342465753,68,1,0,0.4027777777777778,72,13,0,0.4444444444444444
0,0,0,0,0,international,67.7095890410959,373,0,0,0.28353658536585363,246,26,0,0.23983739837398374
1,0,1,0,0,international,45.24109589041096,197,2,2,0.30415430267062316,337,30,0,0.3115727002967359
0,0,1,1,0,other,64.34246575342466,525,8,3,0.24825174825174826,286,28,0,0.28321678321678323
1,0,1,0,0,international,85.52602739726028,616,8,3,0.5555555555555556,72,22,0,0.5138888888888888
0,0,0,0,0,erhverv,69.1041095890411,381,0,0,0.4697855750487329,513,30,0,0.3333333333333333
1,0,0,0,0,erhverv,58.1945205479452,61,0,0,0.32936507936507936,63,7,0,0.31746031746031744
0,1,0,0,0,international,68.67123287671232,372,0,0,0.5128205128205128,39,20,2,0.5128205128205128
1,0,1,1,0,indland,76.92054794520548,667,2,2,0.27036793692509853,761,31,0,0.2956636005256242
1,0,1,0,0,international,68.32602739726028,278,1,1,0.7,40,10,1,0.45
1,1,1,1,0,biler,68.0931506849315,536,7,2,0.4831649831649832,297,18,0,0.3434343434343434
1,1,1,0,0,erhverv,58.48219178082192,366,1,1,0.3125,4,2,0,0.75
1,0,1,1,0,indland,82.41917808219178,279,5,4,0.48295454545454547,44,7,1,0.5681818181818182
1,0,1,1,0,other,65.85479452054794,476,10,5,0.22870111731843576,716,31,0,0.19553072625698323
1,1,0,0,0,other,72.77808219178083,122,0,0,0.3493243243243243,106,17,0,0.3076923076923077
1,0,1,1,0,international,77.3890410958904,120,9,3,0.6882022471910112,89,27,-4,0.5617977528089888
1,0,1,0,0,indland,51.153424657534245,684,3,3,0.75,1,1,0,1
0,1,0,0,0,international,73.1013698630137,389,0,0,0.32894736842105265,19,1,0,0.3157894736842105
1,0,1,1,0,biler,32.61369863013699,429,2,2,0.2,5,2,0,1
1,1,0,0,0,indland,45.95068493150685,61,0,0,0.375,4,1,0,0
1,1,1,0,0,indland,59.74246575342466,327,3,1,0.5893782383419689,193,31,0,0.38341968911917096
0,0,0,0,1,international,60.12602739726027,377,0,0,0.3491847826086957,184,26,0,0.29347826086956524
1,0,0,0,0,erhverv,35.87671232876713,275,0,0,1,3,2,0,0.3333333333333333
0,0,0,0,0,international,73.87123287671233,371,0,0,0.24149659863945577,1029,28,0,0.2487852283770651
1,0,0,0,0,international,55.96986301369863,61,0,0,0.2786516853932584,445,29,0,0.3348314606741573
0,0,1,0,0,indland,47.09041095890411,618,2,2,0.14883268482490272,257,28,0,0.22178988326848248
1,0,1,1,0,international,63.443835616438356,1701,2,1,0.32727272727272727,825,31,0,0.3151515151515151
1,0,1,0,0,biler,51.84109589041096,171,1,0,0.20833333333333334,30,17,0,0.5
1,0,0,0,0,other,47.73698630136986,153,0,0,0.5,12,4,0,0.4166666666666667
0,0,0,0,0,erhverv,49.85753424657534,387,0,0,0.75,4,1,0,0.25
1,0,0,0,0,international,43.224657534246575,61,0,0,0.3207831325301205,166,20,0,0.1927710843373494
0,0,1,0,0,other,49.25753424657534,769,2,1,0.12546468401486988,538,31,0,0.10408921933085502
1,0,1,1,0,erhverv,48.295890410958904,1035,7,3,0.2717013888888889,288,29,0,0.2604166666666667
1,0,1,0,0,international,53.912328767123284,547,4,4,0.3191244239631336,434,31,0,0.31105990783410137
1,0,1,1,0,international,74.92602739726027,653,3,3,0.5208333333333334,60,20,0,0.5166666666666667
1,1,1,0,0,international,34.88493150684931,122,1,1,0.40445859872611467,157,26,0,0.37579617834394907
1,0,1,0,0,international,78.52328767123288,634,2,0,0.5166666666666667,90,21,0,0.45555555555555555
1,0,1,0,0,international,55.64931506849315,374,3,1,0.30697674418604654,430,31,0,0.2813953488372093
1,1,0,0,0,other,43.40821917808219,63,0,0,0.3611111111111111,27,4,0,0.25925925925925924
1,0,1,1,0,international,72.0986301369863,336,1,1,0.4542483660130719,612,24,0,0.36764705882352944
1,0,0,1,0,indland,66.69041095890411,146,0,0,0.21366782006920415,289,28,0,0.23183391003460208
0,1,1,1,0,indland,61.797260273972604,1526,3,1,0.34527439024390244,328,25,0,0.2774390243902439
1,0,0,0,0,other,34.97808219178082,61,0,0,0.5,2,1,0,1
1,1,1,0,0,biler,51.38356164383562,92,1,1,0.8125,4,1,0,0.75
1,0,1,1,0,international,53.49315068493151,1142,12,11,0.5289855072463768,69,13,0,0.4492753623188406
1,1,0,0,0,other,62.09315068493151,153,0,0,0.8571428571428571,7,3,0,0.5714285714285714
1,0,1,0,0,indland,60.87123287671233,147,2,0,0.4226457399103139,223,25,0,0.29596412556053814
1,0,1,1,0,other,51.11506849315069,134,4,1,0.22862694300518135,386,30,0,0.24352331606217617
1,0,1,1,0,indland,75.95342465753424,567,5,5,0.734375,16,6,0,0.5
1,0,1,1,0,indland,68.67671232876712,668,3,1,0.24820143884892087,139,10,0,0.30935251798561153
1,0,1,0,0,indland,74.4876712328767,751,9,6,0.46835443037974683,79,18,0,0.34177215189873417
1,0,1,0,0,international,77.04657534246576,680,2,2,0.35091743119266056,436,30,0,0.3073394495412844
1,0,1,0,0,other,64.4,1680,5,0,0.1652542372881356,59,8,0,0.1864406779661017
1,1,0,0,0,other,59.73698630136986,122,0,0,0.3493243243243243,106,17,0,0.3076923076923077
1,1,0,0,0,indland,82.0958904109589,214,0,0,0.2,5,2,0,0.2
0,1,1,1,0,indland,66.46849315068494,912,6,1,0.6111111111111112,54,19,0,0.5740740740740741
1,0,1,1,0,international,65.44383561643835,1200,23,9,0.5769230769230769,13,5,1,0.38461538461538464
1,1,1,1,0,indland,80.81369863013698,1345,16,12,0.3622291021671827,323,30,-2,0.3622291021671827
1,1,1,0,0,erhverv,55.16712328767123,410,2,2,0.35714285714285715,7,3,0,0.2857142857142857
1,1,0,0,0,indland,42.78630136986301,68,0,0,0.375,90,10,0,0.36666666666666664
1,0,1,1,0,erhverv,75.77534246575343,248,2,2,0.4027777777777778,36,7,0,0.3888888888888889
0,1,1,0,0,indland,55.62191780821918,390,1,0,0.34523809523809523,84,14,0,0.2976190476190476
1,0,0,0,0,international,56.35616438356164,61,0,0,0.21428571428571427,574,28,0,0.20905923344947736
0,0,1,1,0,indland,65.84931506849315,518,2,2,0.4947916666666667,96,26,0,0.4375
1,1,1,0,0,other,46.4986301369863,184,1,1,0.4375,4,1,0,0.75
0,0,1,1,0,erhverv,61.02191780821918,860,4,2,0.28125,16,4,0,0.3125
1,0,1,0,0,international,78.67945205479452,1521,3,1,0.3713235294117647,68,10,0,0.47058823529411764
1,0,1,1,0,indland,65.24657534246575,313,14,5,0.2650462962962963,216,16,0,0.32407407407407407
1,0,1,1,0,international,49.8986301369863,538,2,2,0.29366812227074235,458,31,0,0.2205240174672489
1,0,1,0,1,biler,75.27945205479452,106,1,1,0.14285714285714285,7,2,0,0.2857142857142857
1,0,0,0,0,other,47.36164383561644,66,0,0,0.4117647058823529,17,1,0,0.23529411764705882
0,0,0,0,0,international,64.26575342465753,383,0,0,0.4236111111111111,180,16,0,0.37222222222222223
1,0,1,1,0,international,69.27945205479452,110,1,1,0.17590822179732313,523,31,0,0.1835564053537285
1,0,0,1,0,international,64.76438356164384,92,0,0,0.3367768595041322,121,16,0,0.36363636363636365
1,0,1,0,0,other,72,418,1,1,0.18125,40,8,0,0.225
0,0,1,0,0,other,75.72054794520548,1818,24,7,0.3064581640942323,1231,31,0,0.26807473598700243
0,0,1,1,0,other,81.5123287671233,1497,8,2,0.2727272727272727,22,8,0,0.22727272727272727
1,0,0,0,0,international,76.92054794520548,61,0,0,0.3631578947368421,95,17,0,0.3368421052631579
1,0,0,0,0,indland,36.12602739726027,61,0,0,1,3,1,0,1
1,0,1,0,0,indland,65.69041095890411,457,8,3,0.22721749696233293,823,30,0,0.23572296476306198
1,1,0,0,1,indland,66.1945205479452,130,0,0,0.5,2,1,2,0.5
1,0,1,1,0,international,50.05205479452055,1599,19,15,0.33808844507845937,701,31,-1,0.275320970042796
0,0,0,0,0,indland,64.94794520547946,374,0,0,0.3438215102974828,437,30,0,0.28604118993135014
1,0,0,0,1,biler,41.865753424657534,122,0,0,0.3409090909090909,11,3,0,0.5454545454545454
1,1,1,0,0,indland,53.1972602739726,242,2,2,0.3472222222222222,144,21,0,0.3055555555555556
1,1,0,0,0,other,41.35068493150685,153,0,0,0.8125,4,4,0,0.25
1,0,0,0,0,indland,36.221917808219175,92,0,0,0.8333333333333334,6,2,0,0.3333333333333333
1,1,0,0,0,other,28.86849315068493,61,0,0,0.08333333333333333,12,1,0,0.08333333333333333
1,0,1,0,0,indland,61.824657534246576,366,1,0,0.34868421052631576,114,22,0,0.2543859649122807
1,1,1,1,0,indland,53.47945205479452,501,1,1,0.23823529411764705,85,22,0,0.21176470588235294
0,0,0,0,0,other,49.61643835616438,373,0,0,0.3493243243243243,106,17,0,0.3076923076923077
1,0,0,0,0,erhverv,38.32876712328767,61,0,0,0.2727272727272727,33,3,0,0.2727272727272727
1,0,1,0,1,indland,41.97260273972603,470,3,3,0.2405015197568389,658,31,0,0.2857142857142857
1,0,1,0,0,biler,59.202739726027396,92,1,1,0.44485294117647056,68,22,0,0.5882352941176471
1,1,0,1,0,indland,30.40821917808219,89,0,0,0.25,4,2,0,0.25
1,0,1,1,0,indland,66.07123287671233,317,3,0,0.19912985274431058,747,31,1,0.1927710843373494
1,1,1,0,0,indland,51.15890410958904,244,2,2,0.48928571428571427,210,29,0,0.3333333333333333
1,0,0,0,0,biler,34.131506849315066,337,0,0,0.33796296296296297,54,11,0,0.18518518518518517
1,1,1,1,0,indland,76.88493150684931,441,10,3,0.23538011695906433,342,30,0,0.38011695906432746
0,0,0,0,0,other,76.86849315068493,371,0,0,0.5,5,3,0,0.2
1,0,1,1,0,indland,57.25753424657534,359,1,1,0.40625,8,1,0,0.375
1,0,0,0,0,indland,65.0986301369863,214,0,0,0.13636363636363635,11,1,0,0.2727272727272727
1,0,0,0,0,biler,50.18082191780822,61,0,0,0.29310344827586204,58,17,0,0.1896551724137931
1,1,1,0,0,other,71.53424657534246,168,11,4,0.2921686746987952,83,10,0,0.37349397590361444
1,0,1,1,0,other,72.46027397260274,881,4,3,0.3493243243243243,106,17,0,0.3076923076923077
1,1,0,0,0,international,62.36164383561644,61,0,0,0.47339650145772594,686,31,0,0.3848396501457726
1,0,1,0,0,indland,42.8054794520548,152,1,1,0.46296296296296297,27,5,0,0.37037037037037035
1,0,0,0,0,other,64.91232876712328,336,0,0,0.3024439918533605,491,31,0,0.3095723014256619
1,1,0,0,0,international,69.41095890410959,6,0,0,0.6666666666666666,6,1,0,0.5
1,0,1,1,0,international,78.55890410958904,1107,21,7,0.4168597914252607,863,31,0,0.3742757821552723
1,0,1,1,0,indland,64.81917808219178,917,9,6,0.46445497630331756,211,27,0,0.4786729857819905
1,0,0,0,0,international,20.843835616438355,122,0,0,0.40217391304347827,23,2,0,0.30434782608695654
1,0,0,0,1,biler,54.227397260273975,245,0,0,0.36538461538461536,26,7,0,0.5384615384615384
1,1,0,0,0,international,42.05205479452055,153,0,0,0.3333333333333333,3,1,0,0.3333333333333333
1,1,0,0,0,other,58.97260273972603,245,0,0,0.3493243243243243,106,17,0,0.3076923076923077
1,0,1,1,0,indland,59.94794520547945,642,2,1,0.22432762836185818,409,30,0,0.19070904645476772
1,0,1,0,0,international,78.07123287671233,862,3,3,0.9427083333333334,48,14,0,0.4375
1,0,1,1,0,international,58.63013698630137,1168,15,10,0.28120849933598935,753,31,0,0.250996015936255
1,0,0,0,0,international,40.61643835616438,92,0,0,0.1864406779661017,59,14,0,0.3050847457627119
1,0,0,0,0,international,53.367123287671234,275,0,0,0.5062893081761006,159,31,0,0.33962264150943394
1,0,1,0,0,erhverv,31.98904109589041,160,2,1,0.32589285714285715,56,10,0,0.25
1,1,0,0,0,indland,34.28767123287671,61,0,0,0.6666666666666666,3,2,0,1
1,0,1,0,0,international,64.92602739726027,68,1,0,0.46774193548387094,93,18,0,0.3655913978494624
1,1,1,0,0,international,73.46301369863014,421,2,2,0.4656084656084656,189,24,0,0.3386243386243386
0,0,0,0,0,international,70.10684931506849,376,0,0,0.375,8,6,0,0.125
1,1,1,1,0,other,87.21643835616439,135,8,4,0.3493243243243243,106,17,-2,0.3076923076923077
1,0,0,0,0,international,74.08767123287672,290,0,0,0.36752136752136755,117,16,0,0.26495726495726496
1,0,1,0,0,international,80.01095890410959,645,8,6,0.6737804878048781,164,31,0,0.5426829268292683
1,0,0,1,0,indland,67.24931506849315,89,0,0,0.24008498583569404,353,28,0,0.2096317280453258
1,1,1,0,0,indland,49.11232876712329,384,2,2,0.37202380952380953,84,18,0,0.27380952380952384
1,1,1,0,0,indland,60.31506849315068,215,1,1,0.7790697674418605,43,6,0,0.7441860465116279
0,0,0,0,0,international,70.82191780821918,389,0,0,0.33840304182509506,789,30,0,0.36755386565272496
1,0,1,1,0,other,80.26027397260275,348,2,2,0.25,4,2,0,0.25
1,0,1,0,0,indland,71.16438356164383,542,1,1,0.5,2,1,0,0.5
1,0,1,1,0,international,71.42191780821918,1539,17,9,0.35972385428907167,1702,31,0,0.33313748531139836
1,0,1,0,0,other,71.78630136986301,889,14,5,0.3493243243243243,106,17,0,0.3076923076923077
1,0,1,1,0,international,70.32328767123288,160,2,1,0.3249063670411985,267,29,0,0.26591760299625467
0,0,1,0,0,international,54.76712328767123,1294,4,2,0.3819767441860465,430,27,0,0.3697674418604651
1,1,1,0,0,other,60.14246575342466,384,1,1,0.4166666666666667,6,3,0,0.16666666666666666
0,0,1,0,0,biler,52.12328767123287,910,1,0,0.2388888888888889,180,30,0,0.19444444444444445
1,0,0,0,0,international,59.37808219178082,155,0,0,0.21428571428571427,14,2,0,0.5
1,0,1,0,0,indland,44.512328767123286,151,1,1,0.2703273495248152,947,31,0,0.2365364308342133
0,0,0,0,0,international,52.68767123287671,370,0,0,0.38215102974828374,437,30,0,0.30663615560640733
1,0,1,0,0,indland,55.09041095890411,1145,7,6,0.31486486486486487,555,30,0,0.3099099099099099
1,0,1,0,0,international,49.70958904109589,337,1,1,0.20747422680412372,194,30,0,0.3556701030927835
0,0,0,0,0,other,80.76986301369863,372,0,0,0.3493243243243243,106,17,0,0.3076923076923077
1,0,1,0,0,international,60.728767123287675,334,1,1,0.20300751879699247,399,29,0,0.24561403508771928
0,0,0,0,0,international,45.276712328767125,374,0,0,0.2670940170940171,468,31,0,0.2841880341880342
1,0,1,1,0,erhverv,54.106849315068494,755,7,4,0.3978779840848806,377,28,0,0.38992042440318303
0,0,1,1,0,international,75.90958904109588,1897,3,0,0.640625,80,15,0,0.4625
0,0,1,1,0,international,62.106849315068494,2847,2,0,0.5315315315315315,222,22,0,0.43243243243243246
0,1,0,0,0,international,67.58630136986301,371,0,0,0.44553072625698326,179,20,0,0.37988826815642457
1,1,0,0,0,international,42.93972602739726,61,0,0,0.3483606557377049,61,9,0,0.19672131147540983
1,0,0,0,0,indland,46.178082191780824,61,0,0,0.21103896103896103,77,12,0,0.15584415584415584
0,0,1,0,0,indland,74.62739726027397,479,4,2,0.484375,208,28,0,0.34134615384615385
1,1,0,0,0,international,68.68493150684931,245,0,0,0.30305755395683454,278,24,0,0.302158273381295
1,0,1,1,0,international,60.271232876712325,896,4,3,0.4112903225806452,93,13,0,0.3118279569892473
0,0,0,0,0,erhverv,59.46027397260274,375,0,0,0.375,40,5,0,0.3
1,0,1,1,0,international,79.69041095890411,871,8,6,0.3704318936877076,602,30,0,0.2840531561461794
1,1,1,0,0,international,51.964383561643835,644,14,3,0.6847826086956522,23,11,0,0.5652173913043478
1,0,1,1,0,international,69.81643835616438,589,4,3,0.3980392156862745,510,31,0,0.3058823529411765
1,0,0,0,0,indland,41.536986301369865,245,0,0,0.28125,16,1,0,0.125
1,0,1,1,0,international,50.8054794520548,700,4,4,0.2080745341614907,322,31,0,0.18322981366459629
1,0,0,0,0,erhverv,55.26027397260274,245,0,0,0.5,17,3,0,0.4117647058823529
1,1,0,0,1,erhverv,73.94794520547946,123,0,0,0.45,5,2,0,0.8
1,0,0,0,0,other,63.75342465753425,327,0,0,0.38125,280,26,0,0.2571428571428571
1,0,0,0,0,international,83.02465753424657,275,0,0,0.7021276595744681,47,19,0,0.48936170212765956
1,1,0,0,0,international,72.87671232876713,61,0,0,0.30257270693512306,447,31,0,0.2371364653243848
1,1,1,0,0,indland,1.1753424657534246,703,9,2,0.470703125,128,21,1,0.3515625
1,1,0,0,0,international,52.38904109589041,258,0,0,0.27977839335180055,361,30,0,0.296398891966759
1,1,0,0,0,biler,71.61643835616438,61,0,0,0.3333333333333333,3,1,0,0
1,1,0,0,0,indland,54.35342465753425,275,0,0,0.8333333333333334,3,1,0,0.3333333333333333
0,0,1,0,0,international,79.498630136986307,1877,2,0,0.4238505747126437,174,28,0,0.40229885057471265
1,0,1,0,0,international,72.38630136986302,215,1,1,0.2359504132231405,605,28,0,0.24297520661157024
1,1,0,1,0,international,57.61917808219178,316,0,0,0.25,13,4,0,0.38461538461538464
1,1,1,0,1,indland,56.95342465753425,1379,16,8,0.4583333333333333,72,16,0,0.4166666666666667
1,0,0,0,0,indland,61.271232876712325,186,0,0,0.2445578231292517,735,30,0,0.2870748299319728
1,0,1,0,0,international,56.33150684931507,427,2,2,0.548951048951049,143,19,0,0.4195804195804196
1,0,0,0,0,biler,34.64109589041096,111,0,0,0.5,4,3,0,0.5
1,1,0,1,0,other,67,75,0,0,0.34124087591240876,137,29,0,0.2773722627737226
1,0,1,0,0,indland,72.07123287671233,697,6,4,0.327639751552795,322,30,0,0.2981366459627329
1,0,0,0,0,international,70.91506849315068,389,0,0,0.49873417721518987,395,31,0,0.41012658227848103
1,0,0,0,0,international,20.019178082191782,61,0,0,0.21875,8,4,0,0.25
1,1,1,1,0,erhverv,68.95068493150686,456,1,1,0.9210526315789473,19,12,0,0.47368421052631576
1,0,0,0,0,indland,34.706849315068496,79,0,0,0.5,2,1,0,0.5
1,1,1,0,0,indland,63.69041095890411,92,1,1,0.5,9,3,0,0.4444444444444444
1,0,1,0,0,international,50.843835616438355,931,11,7,0.27555762081784385,1076,31,0,0.21654275092936803
1,0,0,0,0,indland,25.632876712328766,61,0,0,0.5,11,6,0,0.2727272727272727
1,0,1,0,0,international,68.2027397260274,312,2,1,0.3980938416422287,341,28,0,0.3313782991202346
0,0,1,1,0,indland,69.18356164383562,1669,4,3,0.25121951219512195,205,30,0,0.18048780487804877
1,1,0,0,0,international,65.18904109589042,275,0,0,0.36904761904761907,63,9,0,0.31746031746031744
1,0,0,0,0,international,68.15342465753425,61,0,0,0.51953125,64,11,0,0.28125
1,0,1,1,0,international,53.69315068493151,432,2,0,0.37084592145015105,331,26,0,0.2688821752265861
1,0,1,1,0,international,79.52054794520548,1205,7,5,0.2617896009673519,827,30,0,0.22853688029020555
1,1,0,0,0,indland,24.175342465753424,80,0,0,0.6,5,2,0,0.2
1,1,0,0,0,indland,31.161643835616438,61,0,0,0.16666666666666666,6,2,0,0
0,1,0,0,0,international,38.986301369863014,389,0,0,0.6057692307692307,26,8,0,0.5769230769230769
1,0,1,0,0,international,68.69589041095891,1830,3,1,0.4627659574468085,141,19,0,0.2978723404255319
1,0,0,0,0,international,57.79178082191781,186,0,0,0.2692307692307692,26,5,0,0.19230769230769232
0,0,0,1,0,international,44.95890410958904,371,0,0,0.21079881656804733,338,29,0,0.23372781065088757
1,1,0,0,0,other,38.23013698630137,122,0,0,0.19791666666666666,24,6,0,0.125
1,1,1,0,0,biler,52.32876712328767,82,1,0,0.21358267716535434,254,29,0,0.22440944881889763
1,1,0,0,0,indland,66.37260273972603,153,0,0,0.5625,12,5,0,0.5
1,0,1,1,0,indland,59.83561643835616,619,3,2,0.32142857142857145,7,3,0,0.14285714285714285
1,0,1,1,0,indland,59.07123287671233,489,2,1,0.35294117647058826,34,14,0,0.3235294117647059
1,0,1,0,0,indland,49.37808219178082,396,1,1,0.21769383697813122,503,31,0,0.2584493041749503
1,1,1,0,0,international,63.23287671232877,68,1,0,0.16899441340782123,179,21,0,0.2681564245810056
1,1,0,0,0,indland,75.147945205479445,225,0,0,0.2672811059907834,651,31,1,0.2980030721966206
0,0,1,0,1,indland,71.83013698630137,552,3,1,0.289247311827957,465,31,0,0.30752688172043013
0,0,0,0,0,erhverv,46.29041095890411,376,0,0,0.23166666666666666,150,28,0,0.2733333333333333
1,0,1,0,0,indland,68.58904109589041,1404,8,5,0.2847222222222222,648,31,0,0.22993827160493827
0,1,1,0,0,international,76.65753424657534,1290,5,1,0.15178571428571427,28,19,0,0.6071428571428571
1,1,1,1,0,indland,58.11780821917808,212,2,2,0.545045045045045,111,12,0,0.4594594594594595
0,0,1,0,0,international,67.67945205479452,2593,4,2,0.2800925925925926,540,29,0,0.21851851851851853
1,0,0,0,0,erhverv,36.18082191780822,61,0,0,0.20833333333333334,12,2,0,0.4166666666666667
1,0,1,1,0,indland,50.52328767123288,965,9,6,0.3301526717557252,131,7,0,0.3282442748091603
0,0,1,0,0,other,78.9013698630137,952,4,2,0.1806640625,256,22,0,0.28125
0,0,1,1,0,international,74.85479452054794,1891,5,2,0.3342274678111588,466,31,0,0.2703862660944206
1,0,1,0,0,other,67.98082191780821,372,1,1,0.20508744038155802,629,31,0,0.17965023847376788
1,1,1,0,0,indland,51.25479452054795,1538,5,2,0.31179775280898875,89,25,0,0.2696629213483146
1,0,1,1,0,international,68.67671232876712,152,4,3,0.2198364008179959,489,27,0,0.2474437627811861
0,0,1,1,0,other,62.35068493150685,1059,5,3,0.26145339652448657,633,31,0,0.24644549763033174
1,1,1,1,0,other,69.78904109589041,1121,12,6,0,8,6,0,0
1,1,0,0,0,indland,64.14520547945206,61,0,0,0.875,2,1,0,0.5
1,0,1,0,0,indland,60.14520547945205,436,7,3,0.19879032258064516,620,29,0,0.18870967741935485
1,0,0,0,0,other,60.09041095890411,337,0,0,0.3234597156398104,211,24,0,0.20853080568720378
1,0,1,0,0,international,55.553424657534244,658,7,5,0.3391304347826087,115,15,0,0.3565217391304348
1,0,1,0,0,indland,68.37534246575342,799,16,4,0.41620879120879123,182,22,0,0.3131868131868132
1,0,1,0,0,international,52.04931506849315,129,1,0,0.4,35,5,0,0.34285714285714286
1,0,1,1,0,international,67.90958904109588,350,1,1,0.375,216,15,0,0.25462962962962965
1,0,1,0,0,erhverv,73.59178082191781,523,7,5,0,2,2,0,1
1,1,1,1,0,other,55.92054794520548,1171,15,9,0.3493243243243243,106,17,0,0.3076923076923077
0,0,1,1,0,international,71.11780821917809,983,4,2,0.5752164502164502,462,31,0,0.4264069264069264
1,0,0,0,0,international,61.24109589041096,275,0,0,0.34386281588447654,277,28,0,0.24548736462093862
1,0,1,1,0,international,60.8027397260274,1045,7,5,0.42578125,64,10,0,0.390625
1,1,0,0,0,other,35.536986301369865,61,0,0,0.5138888888888888,18,8,0,0.5
1,1,0,0,0,other,44.12328767123287,275,0,0,0.358974358974359,78,12,0,0.34615384615384615
0,1,1,1,0,indland,46.20821917808219,602,4,1,0.3792808219178082,292,30,0,0.339041095890411
1,1,0,0,0,indland,19.64109589041096,95,0,0,0.3333333333333333,3,1,0,0.3333333333333333
1,0,1,0,0,international,24.876712328767123,350,1,1,0.427536231884058,414,31,0,0.3864734299516908
1,0,1,1,0,indland,62.85479452054795,321,1,1,0.31666666666666665,15,9,0,0.2
1,1,0,0,0,other,66.25479452054795,122,0,0,0.5,2,1,0,0.5
1,0,0,0,0,indland,65.42191780821918,184,0,0,1,5,5,0,0.6
1,1,0,0,0,other,78.17808219178082,61,0,0,0.3493243243243243,106,17,0,0.3076923076923077
1,1,0,0,0,other,46.37260273972603,61,0,0,0.3493243243243243,106,17,0,0.3076923076923077
1,1,0,0,0,other,39.41917808219178,153,0,0,0.3493243243243243,106,17,0,0.3076923076923077
1,0,1,0,0,international,69.03835616438356,617,10,5,0.2443502824858757,177,22,0,0.23163841807909605
1,0,0,1,0,indland,51.178082191780824,61,0,0,0.37362637362637363,91,19,0,0.4175824175824176
1,1,1,1,0,indland,63.76712328767123,695,6,6,0.75,1,1,0,0
0,0,0,0,0,other,72.34246575342466,383,0,0,0.30067567567567566,740,31,0,0.23378378378378378
1,0,0,0,1,indland,63.53972602739726,61,0,0,0.5202702702702703,37,6,2,0.40540540540540543
1,0,1,0,0,other,24.353424657534248,68,2,0,0.5,2,1,0,1
1,0,0,0,0,indland,35.61917808219178,61,0,0,0.3695652173913043,46,13,0,0.5217391304347826
0,0,1,0,0,international,59.74520547945205,467,1,1,0.2823529411764706,255,29,0,0.23137254901960785
1,1,0,0,0,indland,74.08767123287672,306,0,0,0.5625,4,1,0,0.75
1,0,1,0,0,other,0.00821917808219178,725,2,1,0.3625,20,3,0,0.4
